"","movienames","rating","wrating","mrating","wmedian","mmedian","times"
"1373","Speed (1994)",3.64782608695652,3.6271186440678,3.71698113207547,4,4,690
"1374","Speed 2: Cruise Control (1997)",2.13157894736842,2,2.625,3,2,114
"1375","Spellbound (1945)",3.93333333333333,4,3.71428571428571,4,4,90
"1376","Sphere (1998)",2.92682926829268,2.94736842105263,2.66666666666667,NA,3,123
"1377","Spice World (1997)",2.11538461538462,2.22222222222222,1.875,NA,2,52
"1378","Spirits of the Dead (Tre passi nel delirio) (1968)",2.5,4,1,NA,4,2
"1379","Spitfire Grill, The (1996)",3.80412371134021,3.734375,3.93939393939394,4,4,97
"1380","Sprung (1997)",2,2,2,NA,2,3
"1381","Spy Hard (1996)",2.51162790697674,2.43243243243243,3,3.5,2.5,43
"1382","Squeeze (1996)",1.66666666666667,1,2,NA,NA,3
"1383","Stag (1997)",2.11111111111111,2,2.5,NA,2,18
"1384","Stalingrad (1993)",3.16666666666667,3.6,1,1,4,12
"1385","Stalker (1979)",3.54545454545455,3.8,1,NA,4,22
"1386","Stand by Me (1986)",3.88105726872247,3.91515151515152,3.79032258064516,4,4,681
"1387","Star Kid (1997)",5,5,NA,NA,5,12
"1388","Star Maker, The (Uomo delle stelle, L') (1995)",3.16666666666667,3.25,3,3,3.5,12
"1389","Star Maps (1997)",3.05263157894737,3.125,2.66666666666667,3,3,19
"1390","Star Trek III: The Search for Spock (1984)",3.11111111111111,3.1448275862069,2.92307692307692,3,3,513
"1391","Star Trek IV: The Voyage Home (1986)",3.44723618090452,3.51829268292683,3.11428571428571,4,4,597
"1392","Star Trek V: The Final Frontier (1989)",2.3968253968254,2.37037037037037,2.55555555555556,3.5,2,189
"1393","Star Trek VI: The Undiscovered Country (1991)",3.27950310559006,3.29710144927536,3.17391304347826,4,4,483
"1394","Star Trek: First Contact (1996)",3.66027397260274,3.61643835616438,3.83561643835616,4,4,1095
"1395","Star Trek: Generations (1994)",3.33620689655172,3.27173913043478,3.58333333333333,4,3.5,348
"1396","Star Trek: The Motion Picture (1979)",3.03418803418803,3.05882352941176,2.86666666666667,3,3,351
"1397","Star Trek: The Wrath of Khan (1982)",3.8155737704918,3.91878172588833,3.38297872340426,4,4,732
"1398","Star Wars (1977)",4.35849056603774,4.39814814814815,4.24503311258278,5,5,2915
"1399","Stargate (1994)",3.14173228346457,3.14678899082569,3.11111111111111,3.5,3,381
"1400","Stars Fell on Henrietta, The (1995)",2.33333333333333,3,1,NA,4,3
"1401","Starship Troopers (1997)",3.23222748815166,3.28409090909091,2.97142857142857,3,3,844
"1402","Steal Big, Steal Little (1995)",2.57142857142857,2.75,2.33333333333333,3,2.5,7
"1403","Stealing Beauty (1996)",3.375,3.38095238095238,3.36363636363636,3,3.5,64
"1404","Steel (1997)",2.15789473684211,2,3,3,3,19
"1405","Stefano Quantestorie (1993)",1,1,NA,NA,NA,2
"1406","Stephen King's The Langoliers (1995)",2.41379310344828,2.42857142857143,2.375,2.5,2,29
"1407","Sting, The (1973)",4.05809128630705,4.08743169398907,3.96551724137931,4,4,482
"1408","Stonewall (1995)",4.2,4.25,4,4,4,5
"1409","Story of Xinghua, The (1993)",3.2,3.25,3,3,3,5
"1410","Strange Days (1995)",3.26436781609195,3.30555555555556,3.06666666666667,3,3.5,261
"1411","Stranger in the House (1997)",2.42857142857143,3,1.66666666666667,2,3,7
"1412","Stranger, The (1994)",3,3,NA,NA,4,3
"1413","Strawberry and Chocolate (Fresa y chocolate) (1993)",3.27272727272727,3.57142857142857,2.75,3,3.5,11
"1414","Street Fighter (1994)",2.75,2.6,3,2,3.5,8
"1415","Streetcar Named Desire, A (1951)",3.81632653061224,3.71830985915493,4.07407407407407,4,4,98
"1416","Strictly Ballroom (1992)",4.02884615384615,4.05970149253731,3.97297297297297,4,4,208
"1417","Striking Distance (1993)",2.58333333333333,2.5,3,2,3,12
"1418","Stripes (1981)",3.8,3.5,5,5,3,5
"1419","Striptease (1996)",2.23880597014925,2.14,2.52941176470588,2,2,134
"1420","Stuart Saves His Family (1995)",2.125,2.27272727272727,1.8,3,2,16
"1421","Stupids, The (1996)",2,2.06666666666667,1.5,2,1,17
"1422","Substance of Fire, The (1996)",3.25,4,2.5,3,4,4
"1423","Substitute, The (1996)",2.69387755102041,2.675,2.77777777777778,3,3,49
"1424","SubUrbia (1997)",3.66666666666667,3.44444444444444,4.33333333333333,5,3,12
"1425","Sudden Death (1995)",2.72340425531915,2.69047619047619,3,3,3,47
"1426","Sudden Manhattan (1996)",1.5,NA,1.5,1,NA,2
"1427","Sum of Us, The (1994)",3.54545454545455,4.14285714285714,2.5,3,4,11
"1428","Sunchaser, The (1996)",3,3,NA,NA,NA,1
"1429","Sunset Blvd. (1950)",4.2,4.2093023255814,4.18181818181818,4,4,65
"1430","Sunset Park (1996)",2.5,2.28571428571429,4,NA,NA,8
"1431","Super Mario Bros. (1993)",2.07692307692308,1.95,2.5,2.5,2.5,104
"1432","Supercop (1992)",3.53846153846154,3.55357142857143,3.44444444444444,3,3,130
"1433","Surviving Picasso (1996)",3.10526315789474,3.15384615384615,3,1.5,3,19
"1434","Surviving the Game (1994)",2.45454545454545,2.45454545454545,NA,NA,NA,33
"1435","Suture (1993)",2.25,2.5,2,NA,NA,8
"1436","Swan Princess, The (1994)",2.85714285714286,2.66666666666667,3,4,2,14
"1437","Sweet Hereafter, The (1997)",3.77272727272727,3.67647058823529,4.1,4,3,44
"1438","Sweet Nothing (1995)",3,NA,3,NA,NA,1
"1439","Swept from the Sea (1997)",2.42857142857143,2,2.75,5,4,7
"1440","Swimming with Sharks (1995)",3.57446808510638,3.675,3,3.5,4,94
"1441","Swingers (1996)",3.82802547770701,3.85496183206107,3.69230769230769,3,3.5,314
"1442","Swiss Family Robinson (1960)",3.35897435897436,3.32,3.42857142857143,3,3,78
"1443","Switchback (1997)",2.82352941176471,2.58333333333333,3.4,3.5,3,17
"1444","Switchblade Sisters (1975)",3.23076923076923,3.25,3,NA,4,13
"1445","Sword in the Stone, The (1963)",3.32926829268293,3.21666666666667,3.63636363636364,4,3,164
"1446","Symphonie pastorale, La (1946)",1,NA,1,NA,NA,1
"1447","T-Men (1947)",1,NA,1,NA,NA,1
"1448","Tainted (1998)",3,NA,3,NA,NA,2
"1449","Tales from the Crypt Presents: Bordello of Blood (1996)",2.63636363636364,2.68085106382979,2.375,3.5,3,55
"1450","Tales From the Crypt Presents: Demon Knight (1995)",2.97674418604651,2.89189189189189,3.5,3,2.5,43
"1451","Tales from the Hood (1995)",2.03703703703704,2.04166666666667,2,1,1.5,54
"1452","Talking About Sex (1994)",1.8,1.8,NA,NA,3,10
"1453","Tango Lesson, The (1997)",3.38461538461538,3.28571428571429,3.5,3,3,13
"1454","Tank Girl (1995)",2.85365853658537,2.78787878787879,3.125,2,3,164
"1455","Target (1995)",3,3,NA,NA,NA,2
"1456","Taxi Driver (1976)",4.12087912087912,4.11111111111111,4.17241379310345,4,4,364
"1457","Telling Lies in America (1997)",3.23076923076923,3.08333333333333,5,NA,3,13
"1458","Temptress Moon (Feng Yue) (1996)",1.66666666666667,3,1,NA,3,3
"1459","Terminal Velocity (1994)",2.67647058823529,2.6,3.25,2.5,3,34
"1460","Terminator 2: Judgment Day (1991)",4.00677966101695,4.04564315352697,3.83333333333333,4,4,885
"1461","Terminator, The (1984)",3.93355481727575,4.0375,3.52459016393443,4,4,903
"1462","Terror in a Texas Town (1958)",1,NA,1,NA,NA,1
"1463","Tetsuo II: Body Hammer (1992)",2.66666666666667,2.25,3.5,NA,3,6
"1464","That Darn Cat! (1965)",2.47368421052632,2.5,2.44444444444444,3,3,57
"1465","That Darn Cat! (1997)",2.61904761904762,2.31034482758621,3.30769230769231,4,2.5,126
"1466","That Old Feeling (1997)",3.36363636363636,3.4,3.33333333333333,2.5,3.5,22
"1467","That Thing You Do! (1996)",3.46590909090909,3.37704918032787,3.66666666666667,4,3,176
"1468","The Courtyard (1995)",1,NA,1,NA,NA,2
"1469","The Deadly Cure (1996)",3,3,NA,NA,5,2
"1470","The Innocent (1994)",3,3.5,2.5,4,3.5,8
"1471","Theodore Rex (1995)",1.4,1.4,NA,NA,1,5
"1472","They Made Me a Criminal (1939)",5,5,NA,NA,5,2
"1473","Thieves (Voleurs, Les) (1996)",3.71428571428571,3.83333333333333,3,3,3.5,21
"1474","Thin Blue Line, The (1988)",3.77142857142857,3.76666666666667,3.8,4,4,35
"1475","Thin Line Between Love and Hate, A (1996)",2.41666666666667,2,3,NA,3,12
"1476","Thin Man, The (1934)",4.15,4.1063829787234,4.30769230769231,4,4,60
"1477","Things to Do in Denver when You're Dead (1995)",3.15492957746479,3.23333333333333,2.72727272727273,3.5,4,213
"1478","Thinner (1996)",2.44897959183673,2.39393939393939,2.5625,2,2,98
"1479","Third Man, The (1949)",4.33333333333333,4.43333333333333,3.83333333333333,4,5,144
"1480","Thirty-Two Short Films About Glenn Gould (1993)",3.94444444444444,3.93333333333333,4,4,4,18
"1481","This Is Spinal Tap (1984)",3.90575916230366,3.90967741935484,3.88888888888889,4,4,573
"1482","Thousand Acres, A (1997)",3.40540540540541,3.55,3.23529411764706,4,3,37
"1483","Three Caballeros, The (1945)",3.27272727272727,3.27777777777778,3.25,3,3.5,66
"1484","Three Colors: Blue (1993)",4.015625,4.13207547169811,3.45454545454545,4,4,64
"1485","Three Colors: Red (1994)",4.06024096385542,4.13432835820895,3.75,4,4,83
"1486","Three Colors: White (1994)",3.86440677966102,3.95918367346939,3.4,3,4,59
"1487","Three Lives and Only One Death (1996)",3,3,NA,NA,NA,1
"1488","Three Musketeers, The (1993)",3.30337078651685,3.23880597014925,3.5,4,4,267
"1489","Three Wishes (1995)",3.22222222222222,3,3.33333333333333,4,3,9
"1490","Threesome (1994)",2.83870967741935,2.83333333333333,2.85714285714286,3,3,62
"1491","Tie Me Up! Tie Me Down! (1990)",3.1875,3.34615384615385,2.5,3,3,32
"1492","Tie That Binds, The (1995)",2.42857142857143,2,3,4,2,7
"1493","Tigrero: A Film That Was Never Made (1994)",1,NA,1,NA,NA,2
"1494","Time to Kill, A (1996)",3.68534482758621,3.64497041420118,3.79365079365079,4,4,232
"1495","Time Tracers (1995)",1.5,1.5,NA,NA,1.5,6
"1496","Timecop (1994)",3.09677419354839,3.07407407407407,3.25,3,3,62
"1497","Tin Cup (1996)",3.16062176165803,3.07857142857143,3.37735849056604,3,3,386
"1498","Tin Drum, The (Blechtrommel, Die) (1979)",3.7,3.81818181818182,3.14285714285714,4,4,40
"1499","Tin Men (1987)",3.07843137254902,3.0952380952381,3,3,3,102
"1500","Titanic (1997)",4.24571428571429,4.23170731707317,4.27884615384615,4,4,1050
"1501","To Be or Not to Be (1942)",3.61111111111111,3.6,3.66666666666667,4,4,54
"1502","To Catch a Thief (1955)",4.02,4.02631578947368,4,4,4,150
"1503","To Cross the Rubicon (1991)",1,NA,1,NA,NA,1
"1504","To Die For (1995)",3.27586206896552,3.36507936507937,3.04166666666667,3,4,174
"1505","To Gillian on Her 37th Birthday (1996)",3.06818181818182,2.95,3.16666666666667,2,3,88
"1506","To Have, or Not (1995)",2,NA,2,NA,NA,2
"1507","To Kill a Mockingbird (1962)",4.29223744292237,4.26666666666667,4.34782608695652,5,4,219
"1508","To Live (Huozhe) (1994)",3.78571428571429,3.875,3.66666666666667,4,3.5,14
"1509","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.89473684210526,2.62162162162162,3.4,3.5,3,57
"1510","Tokyo Fist (1995)",4,4,NA,NA,4,2
"1511","Tom & Viv (1994)",3.33333333333333,3,3.5,4,3,9
"1512","Tom and Huck (1995)",3.16666666666667,3.2,3.14285714285714,3,3,24
"1513","Tombstone (1993)",3.66666666666667,3.62790697674419,3.81818181818182,5,3,108
"1514","Tommy Boy (1995)",2.90909090909091,2.83018867924528,3.23076923076923,3.5,2,66
"1515","Tomorrow Never Dies (1997)",3.42777777777778,3.44366197183099,3.36842105263158,3,3,540
"1516","Top Gun (1986)",3.48181818181818,3.45348837209302,3.58333333333333,4,4,440
"1517","Top Hat (1935)",4.04761904761905,4.06666666666667,4,4.5,4.5,63
"1518","Total Eclipse (1995)",2.75,3.33333333333333,1,NA,4,4
"1519","Touch (1997)",2.77777777777778,3,2,2,3,9
"1520","Touch of Evil (1958)",3.91176470588235,4.10714285714286,3,3,4,102
"1521","Tough and Deadly (1995)",3,3,NA,NA,5,6
"1522","Touki Bouki (Journey of the Hyena) (1973)",1,NA,1,NA,NA,1
"1523","Toy Story (1995)",3.8783185840708,3.90990990990991,3.78991596638655,4,4,1356
"1524","Trainspotting (1996)",3.884,3.9,3.82,4,4,250
"1525","Transformers: The Movie, The (1986)",2.84375,2.89655172413793,2.33333333333333,3,1,192
"1526","Traveller (1997)",3.30769230769231,3.44444444444444,3,2.5,4,13
"1527","Treasure of the Sierra Madre, The (1948)",4.1,4.21212121212121,3.57142857142857,4,4,80
"1528","Trees Lounge (1996)",3.24,3.33333333333333,3,3,4,50
"1529","Trial and Error (1997)",2.52173913043478,2.7,1.33333333333333,1,3,46
"1530","Trial by Jury (1994)",2.42857142857143,2.5,2.4,3,NA,7
"1531","Trigger Effect, The (1996)",3.2,3.12903225806452,3.75,3,3,70
"1532","True Crime (1995)",3.33333333333333,3.83333333333333,2.33333333333333,NA,4.5,18
"1533","True Lies (1994)",3.5625,3.57926829268293,3.5,4,4,832
"1534","True Romance (1993)",3.61538461538462,3.72727272727273,3,3,4,312
"1535","Truman Show, The (1998)",2.90909090909091,2.57142857142857,3.5,4,3,11
"1536","Trust (1990)",3.78947368421053,3.76923076923077,3.83333333333333,5,3,38
"1537","Truth About Cats & Dogs, The (1996)",3.48529411764706,3.37142857142857,3.69072164948454,4,3.5,544
"1538","Truth or Consequences, N.M. (1997)",2,2.5,1,NA,2.5,9
"1539","Turbo: A Power Rangers Movie (1997)",1.8,1,3,NA,1,15
"1540","Turbulence (1997)",2.56521739130435,2.42857142857143,4,5,3,23
"1541","Turning, The (1992)",2.5,3,2,NA,3,2
"1542","Twelfth Night (1996)",3.41379310344828,3.45454545454545,3.28571428571429,3.5,4,87
"1543","Twelve Monkeys (1995)",3.7984693877551,3.86129032258065,3.5609756097561,3,4,784
"1544","Twilight (1998)",2.5,2.66666666666667,2,2,3,8
"1545","Twin Town (1997)",2.16666666666667,2.2,2,NA,2.5,12
"1546","Twisted (1996)",3.5,3.33333333333333,3.66666666666667,NA,3,12
"1547","Twister (1996)",3.21501706484642,3.2,3.25301204819277,3,3,879
"1548","Two Bits (1995)",2.2,2.33333333333333,2,3,4,5
"1549","Two Deaths (1995)",2.25,2,2.5,4,3,4
"1550","Two Friends (1986) ",3,NA,3,3,NA,1
"1551","Two if by Sea (1996)",2.6,2.28571428571429,3,3,2,50
"1552","Two Much (1996)",2.42857142857143,1.8,4,4,2,14
"1553","Two or Three Things I Know About Her (1966)",3.75,4.66666666666667,1,NA,5,4
"1554","U Turn (1997)",3.359375,3.45283018867925,2.90909090909091,3,4,192
"1555","U.S. Marshalls (1998)",3,2.85714285714286,3.5,3.5,2.5,18
"1556","Ulee's Gold (1997)",3.77439024390244,3.78991596638655,3.73333333333333,4,4,164
"1557","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.76190476190476,3.78571428571429,3.71428571428571,3.5,4,42
"1558","Unbearable Lightness of Being, The (1988)",3.45652173913043,3.48571428571429,3.36363636363636,4,4,92
"1559","Under Siege (1992)",3.29032258064516,3.31132075471698,3.16666666666667,4,3,124
"1560","Under Siege 2: Dark Territory (1995)",2.45833333333333,2.52380952380952,2,2.5,3,48
"1561","Underground (1995)",2.8,3.66666666666667,1.5,2,3,5
"1562","Underneath, The (1995)",2.75,3,2.5,4,3,8
"1563","Underworld (1997)",2.5,2,3,NA,NA,4
"1564","Unforgettable (1996)",3.32352941176471,3.26086956521739,3.45454545454545,3.5,3.5,68
"1565","Unforgiven (1992)",3.86813186813187,3.96621621621622,3.44117647058824,4,4,182
"1566","Unhook the Stars (1996)",2.5,2,3.25,3,2,10
"1567","Unstrung Heroes (1995)",3.31818181818182,3.18181818181818,3.45454545454545,3,3,44
"1568","Until the End of the World (Bis ans Ende der Welt) (1991)",2.82608695652174,3.05882352941176,2.16666666666667,2,3,46
"1569","Unzipped (1995)",3.54545454545455,3.6,3.5,3,4,11
"1570","Up Close and Personal (1996)",3.18823529411765,3.12765957446809,3.26315789473684,3,3,170
"1571","Up in Smoke (1978)",3.25531914893617,3.25,3.28571428571429,3,3,47
"1572","Usual Suspects, The (1995)",4.38576779026217,4.39906103286385,4.33333333333333,4.5,5,534
"1573","Vampire in Brooklyn (1995)",1.83333333333333,2,1.5,3,2,24
"1574","Van, The (1996)",2.66666666666667,2.5,3,NA,2.5,12
"1575","Vanya on 42nd Street (1994)",3.59259259259259,3.68421052631579,3.375,3.5,4,27
"1576","Vegas Vacation (1997)",2.4,2.45614035087719,2.22222222222222,2,2,75
"1577","Venice/Venice (1992)",1,1,NA,NA,NA,2
"1578","Vermin (1998)",2,2,NA,NA,2,2
"1579","Vermont Is For Lovers (1992)",1,NA,1,NA,NA,2
"1580","Vertigo (1958)",4.25139664804469,4.30434782608696,4.07317073170732,4,4,358
"1581","Very Brady Sequel, A (1996)",2.39784946236559,2.40579710144928,2.375,2,2,93
"1582","Very Natural Thing, A (1974)",1,1,NA,NA,1,1
"1583","Victor/Victoria (1982)",3.33766233766234,3.25454545454545,3.54545454545455,4,3,154
"1584","Vie est belle, La (Life is Rosey) (1987)",1,NA,1,NA,NA,2
"1585","Village of the Damned (1995)",2.68181818181818,2.47058823529412,3.4,3,3,44
"1586","Virtuosity (1995)",2.73684210526316,2.58064516129032,3.42857142857143,4,2,76
"1587","Visitors, The (Visiteurs, Les) (1993)",3.5,2,5,5,NA,4
"1588","Volcano (1997)",2.80821917808219,2.71515151515152,3.09259259259259,3,3,438
"1589","Wag the Dog (1997)",3.51094890510949,3.58585858585859,3.31578947368421,4,4,274
"1590","Waiting for Guffman (1996)",4.12765957446809,4.12903225806452,4.125,4,4,47
"1591","Waiting to Exhale (1995)",2.5,2.33333333333333,2.6,3,2.5,32
"1592","Walk in the Clouds, A (1995)",3.28571428571429,3.02941176470588,3.58620689655172,3,3,126
"1593","Walk in the Sun, A (1945)",3,3,NA,NA,3,1
"1594","Walkabout (1971)",3.84615384615385,3.85,3.83333333333333,4,4,26
"1595","Walking and Talking (1996)",3.625,3.25,4,3,2.5,8
"1596","Walking Dead, The (1995)",2.25,2.66666666666667,1,NA,NA,8
"1597","Wallace & Gromit: The Best of Aardman Animation (1996)",4.44776119402985,4.42307692307692,4.53333333333333,5,4,67
"1598","War at Home, The (1996)",2,2,NA,NA,NA,1
"1599","War Room, The (1993)",3.33333333333333,3.33333333333333,3.33333333333333,3,3,9
"1600","War, The (1994)",3.26666666666667,3.5,3,3,2.5,30
"1601","Warriors of Virtue (1997)",3,2.71428571428571,3.66666666666667,4,3.5,40
"1602","Washington Square (1997)",3.29411764705882,3.21052631578947,3.4,3,3,34
"1603","Waterworld (1995)",2.80392156862745,2.92771084337349,2.26315789473684,3,3,204
"1604","Wedding Bell Blues (1996)",3,NA,3,NA,NA,1
"1605","Wedding Gift, The (1994)",4,4,4,3,4,3
"1606","Wedding Singer, The (1998)",3.48611111111111,3.45454545454545,3.58823529411765,3,3,144
"1607","Weekend at Bernie's (1989)",2.61666666666667,2.64,2.5,3,3,60
"1608","Welcome To Sarajevo (1997)",3.36363636363636,3.25,3.5,4,3,44
"1609","Welcome to the Dollhouse (1995)",3.72321428571429,3.69512195121951,3.8,4,4,224
"1610","Wend Kuuni (God's Gift) (1982)",1,NA,1,NA,NA,1
"1611","Wes Craven's New Nightmare (1994)",2.8,2.93333333333333,2,2,4,35
"1612","What Happened Was... (1994)",2.625,2.8,2.33333333333333,3,2,24
"1613","What's Eating Gilbert Grape (1993)",3.53913043478261,3.48101265822785,3.66666666666667,4,4,230
"1614","What's Love Got to Do with It (1993)",3.48888888888889,3.46428571428571,3.52941176470588,4,3.5,45
"1615","When a Man Loves a Woman (1994)",3.48717948717949,3.27777777777778,3.66666666666667,3.5,4,39
"1616","When Harry Met Sally... (1989)",3.91034482758621,3.87684729064039,3.98850574712644,4,4,580
"1617","When Night Is Falling (1995)",3.4,3.33333333333333,3.5,3.5,NA,10
"1618","When the Cats Away (Chacun cherche son chat) (1996)",3.5625,3.5,3.66666666666667,4,3.5,32
"1619","When We Were Kings (1996)",4.04545454545455,4.15151515151515,3.72727272727273,4,4,44
"1620","While You Were Sleeping (1995)",3.54938271604938,3.5,3.63793103448276,3,4,324
"1621","White Balloon, The (1995)",2.8,3,2,2,3,10
"1622","White Man's Burden (1995)",2,2.14285714285714,1.66666666666667,3,2.5,10
"1623","White Squall (1996)",3.4,3.35483870967742,3.52173913043478,3,3,170
"1624","Whole Wide World, The (1996)",4,4,4,4,5,6
"1625","Widows' Peak (1994)",3.57894736842105,3.58333333333333,3.57142857142857,4,4,19
"1626","Wife, The (1995)",3,3,NA,NA,3,2
"1627","Wild America (1997)",2.88888888888889,3,2.66666666666667,NA,3,18
"1628","Wild Bill (1995)",2.5,2.8,1,1,3,12
"1629","Wild Bunch, The (1969)",4.02325581395349,4.04878048780488,3.5,3.5,5,43
"1630","Wild Reeds (1994)",3.14285714285714,3.2,3,3,3,14
"1631","Wild Things (1998)",2.72727272727273,2.66666666666667,3,3,2,44
"1632","William Shakespeare's Romeo and Juliet (1996)",3.59433962264151,3.53521126760563,3.71428571428571,4,4,212
"1633","Willy Wonka and the Chocolate Factory (1971)",3.6319018404908,3.58369098712446,3.75268817204301,4,3,978
"1634","Window to Paris (1994)",4,4,NA,NA,4,1
"1635","Wings of Courage (1995)",4,4,NA,NA,4,2
"1636","Wings of Desire (1987)",4,4.02380952380952,3.93333333333333,5,4,171
"1637","Wings of the Dove, The (1997)",3.68,3.45238095238095,3.96969696969697,4,4,225
"1638","Winnie the Pooh and the Blustery Day (1968)",3.8,3.68627450980392,4.04166666666667,4,4,150
"1639","Winter Guest, The (1997)",3.44444444444444,3.2,3.75,5,3,9
"1640","Wishmaster (1997)",2.44444444444444,2.1,3.42857142857143,3,3,27
"1641","With Honors (1994)",3.06521739130435,2.91176470588235,3.5,3.5,4,92
"1642","Withnail and I (1987)",3.23076923076923,3.6,2,NA,3.5,13
"1643","Witness (1985)",4,4,NA,NA,4,3
"1644","Wizard of Oz, The (1939)",4.07723577235772,4.04519774011299,4.15942028985507,5,4,984
"1645","Wolf (1994)",2.70149253731343,2.79310344827586,2.11111111111111,3,3,134
"1646","Woman in Question, The (1950)",1,NA,1,NA,NA,1
"1647","Women, The (1939)",3.66666666666667,3.53846153846154,4.5,5,4,15
"1648","Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4,4.125,3.5,3.5,4,10
"1649","Wonderland (1997)",3.2,3.44444444444444,1,NA,4,10
"1650","Wooden Man's Bride, The (Wu Kui) (1994)",2.66666666666667,2.66666666666667,NA,NA,3,3
"1651","World of Apu, The (Apur Sansar) (1959)",4,4,NA,NA,5,6
"1652","Wrong Trousers, The (1993)",4.46610169491525,4.47252747252747,4.44444444444444,5,5,236
"1653","Wyatt Earp (1994)",3.1,3.13157894736842,3,4,3,50
"1654","Yankee Zulu (1994)",1,NA,1,NA,NA,2
"1655","Year of the Horse (1997)",3.28571428571429,3,5,NA,3.5,7
"1656","You So Crazy (1994)",3,3,NA,NA,NA,1
"1657","Young Frankenstein (1974)",3.945,3.92405063291139,4.02380952380952,4,4,400
"1658","Young Guns (1988)",3.20792079207921,3.20454545454545,3.23076923076923,3,3,303
"1659","Young Guns II (1990)",2.77272727272727,2.8,2.5,1,2,132
"1660","Young Poisoner's Handbook, The (1995)",3.34146341463415,3.21875,3.77777777777778,3.5,3,41
"1661","Zeus and Roxanne (1997)",2.16666666666667,2.25,2,2,2,6
"1662","Á köldum klaka (Cold Fever) (1994)",3,NA,3,3,NA,2
